"File","LineNumber","Pattern","Text"
"D:\jsp\van_doc_1\conv11\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV11Lsnr.java","678","fileName","// 028300     CHANGE ATTRIBUTE FILENAME OF FD-112034 TO WK-PUTDIR."
"D:\jsp\van_doc_1\conv11\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV11Lsnr.java","691","fileName","wkFileNameList += file031Name + "","";"
"D:\jsp\van_doc_1\conv11\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV11Lsnr.java","942","fileName","responseTextMap.put(""RPTNAME"", wkFileNameList);"
"D:\jsp\van_doc_1\conv11\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV11Lsnr.java","15","\.dat","import com.bot.txcontrol.util.date.DateUtil;"
"D:\jsp\van_doc_1\conv11\src\main\java\com\bot\ncl\adapter\in\svc\CONV11__I.java","7","\.dat","import lombok.Data;"
"D:\jsp\van_doc_1\conv110044\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV110044Lsnr.java","160","fileName","// 017100     CHANGE  ATTRIBUTE FILENAME OF FD-PUTFN  TO WK-PUTDIR ."
"D:\jsp\van_doc_1\conv110044\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV110044Lsnr.java","161","fileName","// 017200     CHANGE  ATTRIBUTE FILENAME OF FD-110044 TO WK-CONVDIR."
"D:\jsp\van_doc_1\conv110044\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV110044Lsnr.java","762","fileName","// 020400     CHANGE    ATTRIBUTE FILENAME OF FD-110044 TO WK-PUTDIR."
"D:\jsp\van_doc_1\conv110044\src\main\java\com\bot\ncl\adapter\in\svc\CONV110044_I.java","7","\.dat","import lombok.Data;"
"D:\jsp\van_doc_1\conv113522\src\main\java\com\bot\ncl\adapter\in\svc\CONV113522_I.java","7","\.dat","import lombok.Data;"
"D:\jsp\van_doc_1\conv115463\src\main\java\com\bot\ncl\adapter\in\svc\CONV115463_I.java","7","\.dat","import lombok.Data;"
"D:\jsp\van_doc_1\conv115892\src\main\java\com\bot\ncl\adapter\in\CONV115892_I.java","7","\.dat","import lombok.Data;"
"D:\jsp\van_doc_1\conv115902\src\main\java\com\bot\ncl\adapter\in\CONV115902_I.java","7","\.dat","import lombok.Data;"
"D:\jsp\van_doc_1\conv115988\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV115988Lsnr.java","70","fileName","private String fileName;"
"D:\jsp\van_doc_1\conv115988\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV115988Lsnr.java","450","fileName","private void forFsap(String filename, String tarFilename, String bizId) {"
"D:\jsp\van_doc_1\conv115988\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV115988Lsnr.java","456","fileName","filename, // 來源檔案名稱(20碼長)"
"D:\jsp\van_doc_1\conv115988\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV115988Lsnr.java","457","fileName","tarFilename, // 目的檔案名稱(20碼長)"
"D:\jsp\van_doc_1\conv115988\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV115988Lsnr.java","62","FILE_NAME","private static final String FILE_NAME_17X411598T = ""17X411598T"";"
"D:\jsp\van_doc_1\conv115988\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV115988Lsnr.java","176","FILE_NAME","+ FILE_NAME_17X411598T;"
"D:\jsp\van_doc_1\conv115988\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV115988Lsnr.java","420","FILE_NAME","forFsap(CONVF_PATH_FCL005115988, FILE_NAME_17X411598T, ""NCL_FTP_ONLY"");"
"D:\jsp\van_doc_1\conv115988\src\main\java\com\bot\ncl\adapter\in\CONV115988_I.java","7","\.dat","import lombok.Data;"
"D:\jsp\van_doc_1\conv12\src\main\java\com\bot\ncl\adapter\in\svc\CONV12__I.java","7","\.dat","import lombok.Data;"
"D:\jsp\van_doc_1\conv121444\src\main\java\com\bot\ncl\adapter\in\CONV121444_I.java","7","\.dat","import lombok.Data;"
"D:\jsp\van_doc_1\conv121454\src\main\java\com\bot\ncl\adapter\in\CONV121454_I.java","7","\.dat","import lombok.Data;"
"D:\jsp\van_doc_1\conv13\src\main\java\com\bot\adapter\event\app\lsnr\CONV13Lsnr.java","173","fileName","// 015700     CHANGE  ATTRIBUTE FILENAME OF FD-PUTF TO WK-PUTDIR."
"D:\jsp\van_doc_1\conv13\src\main\java\com\bot\adapter\event\app\lsnr\CONV13Lsnr.java","174","fileName","// 015800     CHANGE  ATTRIBUTE FILENAME OF FD-410532 TO WK-CONVDIR."
"D:\jsp\van_doc_1\conv13\src\main\java\com\bot\adapter\event\app\lsnr\CONV13Lsnr.java","435","fileName","// 020200     CHANGE ATTRIBUTE FILENAME OF FD-410532 TO WK-PUTDIR."
"D:\jsp\van_doc_1\conv13\src\main\java\com\bot\adapter\event\app\lsnr\CONV13Lsnr.java","15","\.dat","import com.bot.txcontrol.util.date.DateUtil;"
"D:\jsp\van_doc_1\conv13\src\main\java\com\bot\adapter\in\svc\CONV13__I.java","7","\.dat","import lombok.Data;"
"D:\jsp\van_doc_1\conv133288\src\main\java\com\bot\ncl\adapter\in\CONV133288_I.java","7","\.dat","import lombok.Data;"
"D:\jsp\van_doc_1\conv13559d\src\main\java\com\bot\ncl\adapter\in\svc\CONV13559D_I.java","7","\.dat","import lombok.Data;"
"D:\jsp\van_doc_1\conv145952\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV145952Lsnr.java","108","fileName","private String _145952_AtmFilename;"
"D:\jsp\van_doc_1\conv145952\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV145952Lsnr.java","109","fileName","private String _145952_NetFilename;"
"D:\jsp\van_doc_1\conv145952\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV145952Lsnr.java","204","fileName","// 019200     CHANGE  ATTRIBUTE FILENAME  OF FD-PUTFN  TO WK-PUTDIR."
"D:\jsp\van_doc_1\conv145952\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV145952Lsnr.java","270","fileName","// 021300     MOVE       ""MPREMIUM""        TO      145952-ATM-FILENAME."
"D:\jsp\van_doc_1\conv145952\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV145952Lsnr.java","271","fileName","// 021400     MOVE       ""WPREMIUM""        TO      145952-NET-FILENAME."
"D:\jsp\van_doc_1\conv145952\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV145952Lsnr.java","287","fileName","_145952_AtmFilename = ""MPREMIUM"";"
"D:\jsp\van_doc_1\conv145952\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV145952Lsnr.java","288","fileName","_145952_NetFilename = ""WPREMIUM"";"
"D:\jsp\van_doc_1\conv145952\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV145952Lsnr.java","709","fileName","// 004600        05 145952-ATM-FILENAME      PIC X(08)."
"D:\jsp\van_doc_1\conv145952\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV145952Lsnr.java","718","fileName","sb.append(formatUtil.padX(_145952_AtmFilename, 8));"
"D:\jsp\van_doc_1\conv145952\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV145952Lsnr.java","782","fileName","// 008200        05 145952-NET-FILENAME      PIC X(08)."
"D:\jsp\van_doc_1\conv145952\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV145952Lsnr.java","791","fileName","sb.append(formatUtil.padX(_145952_NetFilename, 8));"
"D:\jsp\van_doc_1\conv145952\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV145952Lsnr.java","61","FILE_NAME","private static final String FILE_NAME_ATM = ""CONVF-ATM"";"
"D:\jsp\van_doc_1\conv145952\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV145952Lsnr.java","62","FILE_NAME","private static final String FILE_NAME_NET = ""CONVF-NET"";"
"D:\jsp\van_doc_1\conv145952\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV145952Lsnr.java","241","FILE_NAME","+ FILE_NAME_ATM;"
"D:\jsp\van_doc_1\conv145952\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV145952Lsnr.java","248","FILE_NAME","+ FILE_NAME_NET;"
"D:\jsp\van_doc_1\conv145952\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV145952Lsnr.java","70","reportFile","private String reportFilePath;"
"D:\jsp\van_doc_1\conv145952\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV145952Lsnr.java","233","reportFile","reportFilePath ="
"D:\jsp\van_doc_1\conv145952\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV145952Lsnr.java","366","reportFile","textFile.writeFileContent(reportFilePath, reportContents, CHARSET_BIG5);"
"D:\jsp\van_doc_1\conv145952\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV145952Lsnr.java","367","reportFile","upload(reportFilePath, ""RPT"", """");"
"D:\jsp\van_doc_1\conv145952\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV145952Lsnr.java","15","\.dat","import com.bot.txcontrol.util.date.DateUtil;"
"D:\jsp\van_doc_1\conv145952\src\main\java\com\bot\ncl\adapter\in\svc\CONV145952_I.java","7","\.dat","import lombok.Data;"
"D:\jsp\van_doc_1\conv15\src\main\java\com\bot\ncl\adapter\in\CONV15__I.java","7","\.dat","import lombok.Data;"
"D:\jsp\van_doc_1\conv153894\src\main\java\com\bot\ncl\adapter\in\CONV153894_I.java","7","\.dat","import lombok.Data;"
"D:\jsp\van_doc_1\conv16\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV16Lsnr.java","176","fileName","// 025200     CHANGE  ATTRIBUTE FILENAME OF FD-TRADENW TO WK-GETDIR."
"D:\jsp\van_doc_1\conv16\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV16Lsnr.java","265","fileName","// 024600     CHANGE  ATTRIBUTE FILENAME OF FD-PUTF TO WK-PUTDIR."
"D:\jsp\van_doc_1\conv16\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV16Lsnr.java","267","fileName","// 024700     CHANGE  ATTRIBUTE FILENAME OF FD-113164 TO WK-CONVDIR."
"D:\jsp\van_doc_1\conv16\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV16Lsnr.java","300","fileName","//        007000     VALUE  OF  FILENAME  IS   ""DATA/DP/BH/CUSTTAPE/TRADENW/HDR"""
"D:\jsp\van_doc_1\conv16\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV16Lsnr.java","590","fileName","//            // 033500       CHANGE ATTRIBUTE FILENAME OF FD-113164 TO WK-PUTDIR"
"D:\jsp\van_doc_1\conv16\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV16Lsnr.java","600","fileName","//            // 033800       CHANGE ATTRIBUTE FILENAME OF FD-113164 TO WK-GETDIR"
"D:\jsp\van_doc_1\conv16\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV16Lsnr.java","67","reportFile","private String reportFilePath;"
"D:\jsp\van_doc_1\conv16\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV16Lsnr.java","312","reportFile","reportFilePath ="
"D:\jsp\van_doc_1\conv16\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV16Lsnr.java","610","reportFile","textFile.writeFileContent(reportFilePath, reportContents, CHARSET_BIG5);"
"D:\jsp\van_doc_1\conv16\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV16Lsnr.java","611","reportFile","upload(reportFilePath, ""RPT"", """");"
"D:\jsp\van_doc_1\conv16\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV16Lsnr.java","15","\.dat","import com.bot.txcontrol.util.date.DateUtil;"
"D:\jsp\van_doc_1\conv16\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV16Lsnr.java","341","\.dat","// 043900     MOVE ""C:TRADENW.DAT""             TO PEDI-113164-PATH."
"D:\jsp\van_doc_1\conv16\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV16Lsnr.java","352","\.dat","pedi_113164_Path = ""C:TRADENW.DAT"";"
"D:\jsp\van_doc_1\conv16\src\main\java\com\bot\ncl\adapter\in\svc\CONV16_I.java","7","\.dat","import lombok.Data;"
"D:\jsp\van_doc_1\conv19\src\main\java\com\bot\ncl\adapter\event\app\lsnr\Conv19Lsnr.java","20","\.dat","import com.bot.txcontrol.util.date.DateUtil;"
"D:\jsp\van_doc_1\conv19\src\main\java\com\bot\ncl\adapter\in\svc\CONV19__I.java","7","\.dat","import lombok.Data;"
"D:\jsp\van_doc_1\conv196929\src\main\java\com\bot\ncl\adapter\in\CONV196929_I.java","7","\.dat","import lombok.Data;"
"D:\jsp\van_doc_1\conv2\src\main\java\com\bot\ncl\adapter\event\app\lsnr\Conv2Lsnr.java","65","fileName","private static final String REPORTFILENAME = ""CL-BH-009-30003"";"
"D:\jsp\van_doc_1\conv2\src\main\java\com\bot\ncl\adapter\event\app\lsnr\Conv2Lsnr.java","197","fileName","+ REPORTFILENAME;"
"D:\jsp\van_doc_1\conv2\src\main\java\com\bot\ncl\adapter\event\app\lsnr\Conv2Lsnr.java","65","reportFile","private static final String REPORTFILENAME = ""CL-BH-009-30003"";"
"D:\jsp\van_doc_1\conv2\src\main\java\com\bot\ncl\adapter\event\app\lsnr\Conv2Lsnr.java","197","reportFile","+ REPORTFILENAME;"
"D:\jsp\van_doc_1\conv2\src\main\java\com\bot\ncl\adapter\event\app\lsnr\Conv2Lsnr.java","21","\.dat","import com.bot.txcontrol.util.date.DateUtil;"
"D:\jsp\van_doc_1\conv2\src\main\java\com\bot\ncl\adapter\in\svc\CONV2__I.java","7","\.dat","import lombok.Data;"
"D:\jsp\van_doc_1\conv20\src\main\java\com\bot\ncl\adapter\in\CONV20_I.java","7","\.dat","import lombok.Data;"
"D:\jsp\van_doc_1\conv21\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV21Lsnr.java","64","fileName","private String wkFileNameList = """";"
"D:\jsp\van_doc_1\conv21\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV21Lsnr.java","165","fileName","// 026400     CHANGE  ATTRIBUTE FILENAME OF FD-PUTF TO WK-PUTDIR."
"D:\jsp\van_doc_1\conv21\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV21Lsnr.java","166","fileName","// 026500     CHANGE  ATTRIBUTE FILENAME OF FD-301017 TO WK-CONVDIR."
"D:\jsp\van_doc_1\conv21\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV21Lsnr.java","379","fileName","wkFileNameList += REPORT_NAME_1 + "","";"
"D:\jsp\van_doc_1\conv21\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV21Lsnr.java","480","fileName","wkFileNameList += reportFilePath_2 + "","";"
"D:\jsp\van_doc_1\conv21\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV21Lsnr.java","603","fileName","// 040200     CHANGE ATTRIBUTE FILENAME OF FD-301017 TO WK-PUTDIR."
"D:\jsp\van_doc_1\conv21\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV21Lsnr.java","1192","fileName","responseTextMap.put(""RPTNAME"", wkFileNameList);"
"D:\jsp\van_doc_1\conv21\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV21Lsnr.java","61","reportFile","private String reportFilePath_1;"
"D:\jsp\van_doc_1\conv21\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV21Lsnr.java","62","reportFile","private String reportFilePath_2;"
"D:\jsp\van_doc_1\conv21\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV21Lsnr.java","242","reportFile","reportFilePath_1 ="
"D:\jsp\van_doc_1\conv21\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV21Lsnr.java","245","reportFile","reportFilePath_2 ="
"D:\jsp\van_doc_1\conv21\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV21Lsnr.java","377","reportFile","textFile.writeFileContent(reportFilePath_1, reportContents_1, CHARSET_BIG5);"
"D:\jsp\van_doc_1\conv21\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV21Lsnr.java","378","reportFile","upload(reportFilePath_1, ""RPT"", """");"
"D:\jsp\van_doc_1\conv21\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV21Lsnr.java","478","reportFile","textFile.writeFileContent(reportFilePath_2, reportContents_2, CHARSET_BIG5);"
"D:\jsp\van_doc_1\conv21\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV21Lsnr.java","479","reportFile","upload(reportFilePath_2, ""RPT"", """");"
"D:\jsp\van_doc_1\conv21\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV21Lsnr.java","480","reportFile","wkFileNameList += reportFilePath_2 + "","";"
"D:\jsp\van_doc_1\conv21\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV21Lsnr.java","15","\.dat","import com.bot.txcontrol.util.date.DateUtil;"
"D:\jsp\van_doc_1\conv21\src\main\java\com\bot\ncl\adapter\in\svc\CONV21_I.java","7","\.dat","import lombok.Data;"
"D:\jsp\van_doc_1\conv23\src\main\java\com\bot\ncl\adapter\in\svc\CONV23__I.java","7","\.dat","import lombok.Data;"
"D:\jsp\van_doc_1\conv25\src\main\java\com\bot\ncl\adapter\in\CONV25_I.java","7","\.dat","import lombok.Data;"
"D:\jsp\van_doc_1\conv271\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV271Lsnr.java","113","fileName","private String wkFilename;"
"D:\jsp\van_doc_1\conv271\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV271Lsnr.java","179","fileName","if (Objects.isNull(textMap.get(""WK_FILENAME"")) || textMap.get(""WK_FILENAME"").isEmpty()) {"
"D:\jsp\van_doc_1\conv271\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV271Lsnr.java","180","fileName","wkFilename = ""27X1111981"";"
"D:\jsp\van_doc_1\conv271\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV271Lsnr.java","182","fileName","wkFilename = textMap.get(""WK_FILENAME""); // TODO: 待確認BATCH參數名稱"
"D:\jsp\van_doc_1\conv271\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV271Lsnr.java","194","fileName","// 搬接收參數WK-FILENAME 給 WK-PUTFILE,WK-CONVFILE"
"D:\jsp\van_doc_1\conv271\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV271Lsnr.java","199","fileName","// 012100     MOVE    WK-FILENAME         TO     WK-PUTFILE,WK-CONVFILE."
"D:\jsp\van_doc_1\conv271\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV271Lsnr.java","200","fileName","wkPutfile = wkFilename;"
"D:\jsp\van_doc_1\conv271\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV271Lsnr.java","203","fileName","// 012200     IF      WK-FILENAME         =      ""27X1111981"""
"D:\jsp\van_doc_1\conv271\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV271Lsnr.java","204","fileName","if (STRING_27X1111981.equals(wkFilename)) {"
"D:\jsp\van_doc_1\conv271\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV271Lsnr.java","207","fileName","// 012400     ELSE IF WK-FILENAME         =      ""27X1111801"""
"D:\jsp\van_doc_1\conv271\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV271Lsnr.java","208","fileName","} else if (STRING_27X1111801.equals(wkFilename)) {"
"D:\jsp\van_doc_1\conv271\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV271Lsnr.java","214","fileName","// 012600     CHANGE  ATTRIBUTE FILENAME  OF FD-PUTF   TO WK-PUTDIR."
"D:\jsp\van_doc_1\conv271\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV271Lsnr.java","215","fileName","// 012700     CHANGE  ATTRIBUTE FILENAME  OF FD-111981 TO WK-CONVDIR."
"D:\jsp\van_doc_1\conv271\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV271Lsnr.java","377","fileName","// 015900     CHANGE   ATTRIBUTE  FILENAME OF FD-111981 TO WK-PUTDIR."
"D:\jsp\van_doc_1\conv271\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV271Lsnr.java","1013","fileName","if (""27X1111981"".equals(wkFilename)) {"
"D:\jsp\van_doc_1\conv271\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV271Lsnr.java","1014","fileName","responseTextMap.put(""WK_FILENAME"", ""27X1111981"");"
"D:\jsp\van_doc_1\conv271\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV271Lsnr.java","1015","fileName","} else if (""27X1111801"".equals(wkFilename)) {"
"D:\jsp\van_doc_1\conv271\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV271Lsnr.java","1016","fileName","responseTextMap.put(""WK_FILENAME"", ""27X1111801"");"
"D:\jsp\van_doc_1\conv271\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV271Lsnr.java","23","\.dat","import com.bot.txcontrol.util.date.DateUtil;"
"D:\jsp\van_doc_1\conv271\src\main\java\com\bot\ncl\adapter\in\svc\CONV271_I.java","7","\.dat","import lombok.Data;"
"D:\jsp\van_doc_1\conv272\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV272Lsnr.java","70","fileName","private String wkFilename;"
"D:\jsp\van_doc_1\conv272\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV272Lsnr.java","135","fileName","wkFilename = textMap.get(""WK_FILENAME"");"
"D:\jsp\van_doc_1\conv272\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV272Lsnr.java","147","fileName","// 018700     IF      WK-FILENAME         =      ""27X1111981"""
"D:\jsp\van_doc_1\conv272\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV272Lsnr.java","148","fileName","if (""27X1111981"".equals(wkFilename)) {"
"D:\jsp\van_doc_1\conv272\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV272Lsnr.java","155","fileName","// 019100     ELSE IF WK-FILENAME         =      ""27X1111801"""
"D:\jsp\van_doc_1\conv272\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV272Lsnr.java","156","fileName","} else if (""27X1111801"".equals(wkFilename)) {"
"D:\jsp\van_doc_1\conv272\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV272Lsnr.java","65","reportFile","private List<String> reportFileContents = new ArrayList<>();"
"D:\jsp\van_doc_1\conv272\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV272Lsnr.java","231","reportFile","reportFileContents.add(""\u000C""); // 換頁符號"
"D:\jsp\van_doc_1\conv272\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV272Lsnr.java","300","reportFile","reportFileContents.add(wk_Detail_Line());"
"D:\jsp\van_doc_1\conv272\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV272Lsnr.java","309","reportFile","reportFileContents.add(wk_Title_Line4());"
"D:\jsp\van_doc_1\conv272\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV272Lsnr.java","316","reportFile","reportFileContents.add(wk_Total_Line1());"
"D:\jsp\van_doc_1\conv272\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV272Lsnr.java","323","reportFile","reportFileContents.add(wk_Total_Line2());"
"D:\jsp\van_doc_1\conv272\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV272Lsnr.java","328","reportFile","reportFileContents.add(wk_Total_Line3());"
"D:\jsp\van_doc_1\conv272\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV272Lsnr.java","346","reportFile","reportFileContents.add(wk_Title_Line1());"
"D:\jsp\van_doc_1\conv272\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV272Lsnr.java","347","reportFile","reportFileContents.add("""");"
"D:\jsp\van_doc_1\conv272\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV272Lsnr.java","349","reportFile","reportFileContents.add(wk_Title_Line2());"
"D:\jsp\van_doc_1\conv272\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV272Lsnr.java","350","reportFile","reportFileContents.add("""");"
"D:\jsp\van_doc_1\conv272\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV272Lsnr.java","351","reportFile","reportFileContents.add(wk_Title_Line3());"
"D:\jsp\van_doc_1\conv272\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV272Lsnr.java","352","reportFile","reportFileContents.add(wk_Title_Line4());"
"D:\jsp\van_doc_1\conv272\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV272Lsnr.java","502","reportFile","textFile.writeFileContent(wkRptDir, reportFileContents, CHARSET_BIG5);"
"D:\jsp\van_doc_1\conv272\src\main\java\com\bot\ncl\adapter\in\svc\CONV272__I.java","7","\.dat","import lombok.Data;"
"D:\jsp\van_doc_1\conv273\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV273Lsnr.java","94","fileName","private String wkFilename;"
"D:\jsp\van_doc_1\conv273\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV273Lsnr.java","142","fileName","wkFilename = textMap.get(""WK_FILENAME""); // TODO: 待確認BATCH參數名稱"
"D:\jsp\van_doc_1\conv273\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV273Lsnr.java","157","fileName","// 010500     IF      WK-FILENAME         =      ""27X1111981"""
"D:\jsp\van_doc_1\conv273\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV273Lsnr.java","158","fileName","if (STRING_27X1111981.equals(wkFilename)) {"
"D:\jsp\van_doc_1\conv273\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV273Lsnr.java","165","fileName","// 010900     ELSE IF WK-FILENAME         =      ""27X1111801"""
"D:\jsp\van_doc_1\conv273\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV273Lsnr.java","166","fileName","} else if (STRING_27X1111801.equals(wkFilename)) {"
"D:\jsp\van_doc_1\conv273\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV273Lsnr.java","493","fileName","// 024500     CHANGE ATTRIBUTE FILENAME OF FD-C044 TO WK-C044-FN."
"D:\jsp\van_doc_1\conv273\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV273Lsnr.java","673","fileName","if (""27X1111981"".equals(wkFilename)) {"
"D:\jsp\van_doc_1\conv273\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV273Lsnr.java","674","fileName","responseTextMap.put(""WK_FILENAME"", ""27X1111801"");"
"D:\jsp\van_doc_1\conv273\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV273Lsnr.java","675","fileName","} else if (""27X1111801"".equals(wkFilename)) {"
"D:\jsp\van_doc_1\conv273\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV273Lsnr.java","676","fileName","responseTextMap.put(""WK_FILENAME"", """");"
"D:\jsp\van_doc_1\conv273\src\main\java\com\bot\ncl\adapter\in\svc\CONV273_I.java","7","\.dat","import lombok.Data;"
"D:\jsp\van_doc_1\conv28\src\main\java\com\bot\ncl\adapter\in\CONV28_I.java","7","\.dat","import lombok.Data;"
"D:\jsp\van_doc_1\conv302007\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV302007Lsnr.java","252","fileName","// 032600     CHANGE  ATTRIBUTE FILENAME OF FD-PUTF   TO WK-PUTDIR."
"D:\jsp\van_doc_1\conv302007\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV302007Lsnr.java","253","fileName","// 032700     CHANGE  ATTRIBUTE FILENAME OF FD-302007 TO WK-CONVDIR."
"D:\jsp\van_doc_1\conv302007\src\main\java\com\bot\ncl\adapter\event\app\lsnr\CONV302007Lsnr.java","1739","fileName","// 052700     CHANGE ATTRIBUTE FILENAME OF FD-302007 TO WK-PUTDIR."
